epoch,eval_average,eval_crossner_ai,eval_crossner_music,eval_crossner_science,eval_mit-restaurant
0.5,0.6215902913030287,0.4314720811682109,0.6134699853086286,0.6703910614024406,0.7710280373328348
1.0,0.7114571906141636,0.5784919653393813,0.7097242379760424,0.7187499999499204,0.8388625591913098
1.5,0.7417128558866735,0.6297662976130034,0.7496318114373729,0.7485907553050073,0.8388625591913098
2.0,0.762395962737833,0.6487148102315693,0.7900146842376998,0.7617977527588745,0.8490566037231888
2.5,0.7778601581269409,0.6957605984536793,0.7807407406906252,0.7940841865254968,0.8408551068379619
3.0,0.7828448963841137,0.7099999999499238,0.7934863063895569,0.7862857142355493,0.8416075649614249
3.5,0.7808544463799069,0.7041198501371968,0.7798098024370917,0.8120649651470276,0.8274231677983112
4.0,0.7836803206171798,0.7340823969536688,0.7838827838326751,0.7912844036195529,0.8254716980628227
4.5,0.7828663618956828,0.7398989898488656,0.7777777777276728,0.7871853546409082,0.8266033253652846
5.0,0.7813042859378524,0.7242693773323237,0.7885462554564959,0.7935779816012036,0.8188235293613864
5.5,0.7927134456324155,0.7503168567305951,0.7876106194189113,0.7968217933664197,0.836104513013736
6.0,0.7921580911134416,0.735257214504481,0.792064658289343,0.8119266054544104,0.8293838862055323
6.5,0.7924674763375164,0.7378881987077105,0.8008817045788348,0.7922374428722102,0.8388625591913098
7.0,0.7853191604604645,0.7440699125591593,0.7880116958563262,0.8063781320682883,0.8028169013580837
7.5,0.7937787084450179,0.7349999999499175,0.796473181434089,0.8314350796764831,0.8122065727195819
8.0,0.7978940059118619,0.7582697200516275,0.7877013176658505,0.818181818131658,0.8274231677983112
8.5,0.7914634835810251,0.7609511889361382,0.7953044753717514,0.7963594993810138,0.8132387706351972
9.0,0.7946951832304524,0.7599009900489702,0.7882352940675337,0.8259385665027363,0.8047058823025696
9.5,0.7877362567804412,0.7368421052130641,0.7932551319146982,0.8217934165219191,0.7990543734720834
10.0,0.7958492104690549,0.7575757575256288,0.7788390888551056,0.8215102974326622,0.8254716980628227
10.5,0.7858704020789185,0.7431421445883309,0.7890855456725984,0.8036529679863629,0.8076009500683814
11.0,0.7960880194989062,0.7499999999499138,0.7841989758094393,0.8219178081690072,0.8282352940672643
11.5,0.7947167101779509,0.7521793274717239,0.794740686582472,0.8159090908589314,0.8160377357986762
12.0,0.789717212256132,0.7487437185428574,0.796473181434089,0.8202247190509961,0.7934272299965857
